Date;Bitfinex;Cex.io;Poloniex
11/4/2017 10:37:16 PM;0.039897;0.040001;0.03985101
11/4/2017 10:37:26 PM;0.039897;0.040001;0.03985101
11/4/2017 10:37:36 PM;0.039897;0.040001;0.03985771
11/4/2017 10:37:47 PM;0.039876;0.040001;0.03985771
11/4/2017 10:37:56 PM;0.0399;0.04000001;0.0399
11/4/2017 10:38:06 PM;0.0399;0.04000001;0.03987308
11/4/2017 10:38:16 PM;0.0399;0.04000001;0.03987308
11/4/2017 10:38:26 PM;0.039983;0.04000001;0.03987807
11/4/2017 10:38:36 PM;0.03994;0.04000001;0.03987315
11/4/2017 10:38:52 PM;0.039948;0.04000001;0.03988301
11/4/2017 10:38:56 PM;0.039948;0.04000001;0.0399
11/4/2017 10:39:06 PM;0.039953;0.04000001;0.0399001
11/4/2017 10:39:16 PM;0.040088;0.04000001;0.03990183
11/4/2017 10:39:26 PM;0.040005;0.04000001;0.03998487
11/4/2017 10:39:36 PM;0.040039;0.04000001;0.03999783
11/4/2017 10:39:46 PM;0.040039;0.04000001;0.03999783
11/4/2017 10:39:56 PM;0.040047;0.04000001;0.03999783
11/4/2017 10:40:06 PM;0.040113;0.04000001;0.03996506
11/4/2017 10:40:16 PM;0.040073;0.040001;0.03996506
11/4/2017 10:40:26 PM;0.040073;0.040001;0.03998491
11/4/2017 10:40:36 PM;0.040049;0.040001;0.03998501
11/4/2017 10:40:46 PM;0.039999;0.040001;0.03999004
11/4/2017 10:40:56 PM;0.040059;0.040001;0.04007997
11/4/2017 10:41:06 PM;0.040059;0.040001;0.04000506
11/4/2017 10:41:16 PM;0.040059;0.040001;0.04007997
11/4/2017 10:41:26 PM;0.040043;0.040001;0.04000009
11/4/2017 10:41:37 PM;0.039992;0.040001;0.04001006
11/4/2017 10:41:46 PM;0.039999;0.040001;0.039994
11/4/2017 10:41:56 PM;0.039999;0.040001;0.039994
11/4/2017 10:42:06 PM;0.040001;0.040001;0.039994
11/4/2017 10:42:16 PM;0.040042;0.040001;0.040005
11/4/2017 10:42:26 PM;0.040123;0.040001;0.04002001
11/4/2017 10:42:36 PM;0.0401;0.040001;0.04002501
11/4/2017 10:42:46 PM;0.040091;0.040001;0.04008788
11/4/2017 10:42:56 PM;0.040091;0.040001;0.04009996
11/4/2017 10:43:06 PM;0.04008;0.040001;0.04003506
11/4/2017 10:43:16 PM;0.04008;0.040001;0.04003506
11/4/2017 10:43:26 PM;0.040059;0.040001;0.04009994
11/4/2017 10:43:36 PM;0.040059;0.040001;0.04004006
11/4/2017 10:43:46 PM;0.040059;0.040001;0.04002001
11/4/2017 10:43:56 PM;0.040002;0.040001;0.04001
11/4/2017 10:44:06 PM;0.04001;0.040001;0.04006
11/4/2017 10:44:16 PM;0.04004;0.040001;0.040005
11/4/2017 10:44:26 PM;0.040045;0.040001;0.04000007
11/4/2017 10:44:36 PM;0.040045;0.04000227;0.04001
11/4/2017 10:44:46 PM;0.040072;0.04000227;0.040005
11/4/2017 10:44:56 PM;0.040072;0.04000227;0.040005
11/4/2017 10:45:06 PM;0.040072;0.04000227;0.040005
11/4/2017 10:45:17 PM;0.04001;0.04;0.04001
11/4/2017 10:45:26 PM;0.04001;0.04;0.04001
11/4/2017 10:45:36 PM;0.040018;0.04;0.040005
11/4/2017 10:45:46 PM;0.040052;0.04;0.040005
11/4/2017 10:45:56 PM;0.040025;0.04;0.040005
11/4/2017 10:46:06 PM;0.040025;0.04000278;0.03990545
11/4/2017 10:46:16 PM;0.040025;0.04000286;0.03990557
11/4/2017 10:46:26 PM;0.040007;0.04000286;0.03990557
11/4/2017 10:46:36 PM;0.040014;0.04000286;0.03990565
11/4/2017 10:46:46 PM;0.040015;0.04000286;0.03990565
11/4/2017 10:46:56 PM;0.040003;0.04000286;0.03990544
11/4/2017 10:47:06 PM;0.040094;0.04000286;0.03999564
11/4/2017 10:47:16 PM;0.040046;0.04000286;0.039765
11/4/2017 10:47:26 PM;0.039827;0.04;0.03998994
11/4/2017 10:47:36 PM;0.039828;0.04;0.0397642
11/4/2017 10:47:46 PM;0.039863;0.04;0.039978
11/4/2017 10:47:56 PM;0.039863;0.04;0.03976446
11/4/2017 10:48:06 PM;0.039863;0.04;0.039972
11/4/2017 10:48:16 PM;0.039942;0.04013665;0.03996598
11/4/2017 10:48:26 PM;0.039963;0.04013665;0.03996598
11/4/2017 10:48:36 PM;0.039916;0.04013665;0.03996957
11/4/2017 10:48:46 PM;0.039971;0.04013665;0.03996954
11/4/2017 10:48:56 PM;0.039975;0.04013665;0.03996597
